ID,Title,Author,publishday,pages,Read,Genre,ISBN,Price,Language,Publisher,Rating,Tags
830,Nördliche Schatten,Nina Lechner,1980-12-12,465,true,Krimi,558-177946-783-8,21.32,Französisch,Villach Print,1.2,Freundschaft;Wissenschaft
831,Geheime Legenden,Jonas Hofer,1995-10-12,124,false,Thriller,541-388769-391-0,18.01,Englisch,Wort & Welt,4.3,Reise;Technik;Krieg;Abenteuer
832,Gipfel im Sommer,Katrin Pichler,1965-04-12,1017,true,Fantasy,953-269320-754-1,53.3,Italienisch,Steiermark Stories,4.3,Familie
833,Erste Segel #833,Clara Koch,1965-05-25,666,false,Kinderbuch,949-615171-903-9,29.09,Spanisch,Donau Press,4.5,Krieg;Technik
834,Leise Kompass,David Koch,1952-08-13,426,true,Science Fiction,856-124031-604-9,34.95,Spanisch,Tradition & Technik,3.7,Reise
835,Horizont am Bodensee,Jonas Wallner,1994-07-17,321,false,Historisch,898-946835-250-0,25.08,Deutsch,Tradition & Technik,3.2,Familie
836,Ferne Schlüssel,Peter Fischer,1979-06-02,770,true,Horror,795-791593-474-0,47.75,Italienisch,Salzburg Media,4.7,Politik;Freundschaft;Abenteuer
837,Goldene Segel von Salzburg,Marie Lechner,1962-06-13,415,false,Science Fiction,873-723033-140-8,37.48,Französisch,Donau Press,2.7,Vergangenheit;Technik;Liebe
838,Geheime Rätsel #838,Clara Schmidt,1979-09-08,897,true,Drama,808-865079-335-8,28.82,Italienisch,Wort & Welt,3.0,Familie;Abenteuer;Magie
839,Versteckte Legenden an der Grenze,Sebastian Moser,2006-06-23,147,false,Sachbuch,455-573813-741-8,32.91,Deutsch,Salzburg Media,1.4,Mystery;Technik
840,Flammen im Süden,Laura Fuchs,1998-05-19,867,false,Roman,126-745485-562-4,25.92,Deutsch,Villach Print,1.3,Reise;Freundschaft;Technik;Vergangenheit
841,Türen im Sturm,Isabella Egger,2001-07-20,1017,false,Science Fiction,835-986582-257-2,22.61,Italienisch,Donau Press,3.0,Vergangenheit
842,Leise Wälder im Morgengrauen,Anna Weber,2007-09-26,270,false,Krimi,477-154391-812-4,53.57,Französisch,Tradition & Technik,2.5,Familie;Reise;Freundschaft
843,Verlorene Kompass #843,Paul Maier,1975-01-31,1001,false,Kinderbuch,450-993891-483-4,18.82,Italienisch,Tradition & Technik,2.8,Mystery;Abenteuer;Wissenschaft;Freundschaft
844,Schritte von Innsbruck #844,Peter Wagner,2011-04-28,625,false,Sachbuch,908-510397-950-3,52.65,Englisch,Steiermark Stories,4.8,Wissenschaft
845,Schritte am Markt,Marie Wolf,2011-01-20,1017,true,Historisch,879-454301-839-7,14.78,Französisch,Tradition & Technik,1.7,Politik;Freundschaft
846,Letzte Wälder,Sebastian Egger,2020-02-17,782,true,Krimi,981-628986-208-8,44.08,Französisch,Zukunftsverlag,1.1,Technik;Magie;Politik;Vergangenheit
847,Wege an der Grenze #847,David Eder,1993-10-05,871,false,Sachbuch,329-107971-298-4,39.55,Deutsch,Steiermark Stories,4.3,Krieg
848,Seiten im Sommer,Lea Schmidt,1967-11-13,614,false,Biografie,695-347482-375-0,9.73,Französisch,Donau Press,2.6,Wissenschaft
849,Flammen an der Donau,David Kral,1979-05-29,287,true,Kinderbuch,277-483894-734-3,49.96,Spanisch,Steiermark Stories,1.4,Reise;Wissenschaft;Liebe;Familie
850,Erste Legenden im Sturm,Matthias Wallner,2007-09-19,901,true,Thriller,136-914044-462-2,30.11,Italienisch,Steiermark Stories,4.8,Zukunft
851,Brennende Schatten bei Regen,Lukas Egger,2015-09-19,934,true,Science Fiction,106-384879-469-2,17.93,Italienisch,Steiermark Stories,3.2,Politik;Abenteuer;Zukunft
852,Türen bei Nacht,Elena Schmidt,1979-02-09,964,false,Historisch,525-930782-872-7,34.64,Französisch,Wort & Welt,4.5,Reise;Zukunft
853,Segel am Fluss,Eva Brandt,2010-01-18,366,false,Biografie,850-716899-532-5,48.81,Französisch,Villach Print,2.2,Magie;Freundschaft
854,Goldene Chroniken #854,Matthias Koch,1979-10-24,106,true,Fantasy,140-144957-259-4,25.49,Englisch,Villach Print,3.6,Krieg;Mystery
855,Stille Chroniken #855,David Wallner,1978-06-22,150,true,Biografie,448-603871-134-8,16.23,Spanisch,Steiermark Stories,4.0,Magie
856,Uhren im Morgengrauen,Sebastian Egger,1984-05-14,475,false,Kinderbuch,602-251070-611-3,28.27,Spanisch,Wort & Welt,3.6,Zukunft;Liebe
857,Ewige Legenden #857,Sebastian Mayr,2013-02-17,251,false,Sachbuch,314-172973-638-3,49.3,Englisch,Steiermark Stories,4.2,Zukunft
858,Zerbrochene Schriftrollen,Marie Wagner,1967-12-17,701,true,Lyrik,107-757364-412-9,10.09,Spanisch,Buchhaus Wien,4.5,Politik;Magie
859,Schritte in Graz #859,Matthias Moser,1991-07-22,433,true,Roman,885-594572-513-8,43.84,Spanisch,AlpenBooks,4.1,Reise;Vergangenheit;Wissenschaft
860,Gipfel im Norden,Nina Steiner,1973-10-31,575,true,Roman,983-698966-133-5,12.83,Deutsch,Steiermark Stories,4.3,Politik;Familie;Technik;Mystery
861,Stille Nebel am Bodensee,Nina Wallner,1966-04-19,815,false,Thriller,760-591543-279-1,30.14,Englisch,Donau Press,2.8,Freundschaft;Familie
862,Ferne Schriftrollen über Wien,David Maier,1965-06-24,238,false,Drama,729-324498-858-6,53.49,Deutsch,Tradition & Technik,4.2,Familie
863,Schlüssel bei Regen,Nina Wagner,1971-03-20,998,true,Lyrik,472-836593-350-9,52.06,Italienisch,Donau Press,2.3,Magie;Politik;Krieg
864,Gipfel im Winter #864,Eva Mayr,1994-03-28,304,true,Horror,396-359140-120-9,23.29,Französisch,Villach Print,4.2,Freundschaft;Zukunft;Krieg;Abenteuer
865,Seiten im Wald,Nico Müller,1966-10-04,664,true,Thriller,265-158130-439-3,41.67,Italienisch,Salzburg Media,4.0,Zukunft;Krieg;Mystery;Reise
866,Versteckte Träume im Wald,Nina Seidl,1996-07-22,328,true,Fantasy,931-808020-870-1,12.41,Französisch,Tradition & Technik,3.9,Technik
867,Ferne Stimmen,Markus Schmidt,1973-10-20,859,false,Drama,930-819338-576-8,32.69,Italienisch,Salzburg Media,2.4,Zukunft;Vergangenheit
868,Ewige Kompass im Morgengrauen,Sophie Maier,1971-03-31,732,false,Fantasy,917-978554-868-0,16.11,Französisch,Wort & Welt,1.9,Familie;Krieg;Freundschaft;Vergangenheit
869,Ufer im Winter #869,Marie Fischer,2024-12-05,972,true,Krimi,992-863319-684-1,6.26,Englisch,Villach Print,1.7,Familie;Liebe;Krieg
870,Spuren im Sommer #870,Maximilian Steiner,2015-12-07,603,true,Drama,943-305869-105-9,27.86,Spanisch,Nordlicht Verlag,1.8,Krieg;Freundschaft;Vergangenheit;Abenteuer
871,Stimmen im Sturm #871,Eva Wagner,1960-05-14,292,true,Lyrik,817-582706-519-7,46.4,Englisch,Buchhaus Wien,1.5,Krieg
872,Feurige Nebel,Paul Wagner,1966-03-19,122,true,Kinderbuch,132-568179-239-5,41.39,Italienisch,Salzburg Media,4.7,Freundschaft;Zukunft
873,Zerbrochene Stimmen im Herbst,Tobias Fuchs,1988-09-15,469,true,Historisch,113-792413-283-7,40.78,Französisch,Steiermark Stories,1.4,Abenteuer;Krieg;Zukunft
874,Wege bei Regen #874,Katrin Weber,2006-02-07,617,true,Biografie,980-109166-690-5,59.01,Englisch,Villach Print,2.1,Liebe;Freundschaft
875,Ewige Lichter,Eva Weber,2025-04-30,889,true,Kinderbuch,853-786981-101-3,44.36,Italienisch,Villach Print,2.4,Liebe;Krieg;Mystery;Reise
876,Geheime Karten,Felix Koch,1982-03-18,642,true,Biografie,496-421855-880-2,16.66,Deutsch,Wort & Welt,4.8,Liebe;Abenteuer
877,Sterne am Bodensee,Elena Bauer,1982-06-18,708,true,Krimi,670-618895-384-0,14.15,Italienisch,Buchhaus Wien,2.8,Politik
878,Legenden im Wald,Anna Koch,1970-06-22,213,true,Sachbuch,643-781673-209-5,22.57,Englisch,Buchhaus Wien,1.9,Liebe;Mystery;Vergangenheit
879,Verlorene Seiten,Sophie Seidl,1986-05-20,1059,false,Lyrik,562-486469-533-4,39.26,Französisch,Salzburg Media,3.4,Wissenschaft;Magie;Politik
880,Letzte Karten,Laura Kral,1959-07-20,220,false,Sachbuch,572-555275-102-1,7.43,Deutsch,Nordlicht Verlag,4.2,Liebe
881,Verlorene Chroniken,Clara Mayr,2021-02-06,502,false,Thriller,560-518002-382-1,31.89,Spanisch,Steiermark Stories,1.2,Technik
882,Ewige Flammen #882,Paul Wagner,2003-03-07,111,false,Thriller,450-838516-162-7,9.64,Italienisch,Buchhaus Wien,2.6,Mystery
883,Nördliche Horizont,Emilia Schneider,1957-02-24,1072,true,Sachbuch,469-656473-382-7,21.51,Spanisch,AlpenBooks,1.5,Liebe;Vergangenheit
884,Kalte Schritte im Norden,Nina Wallner,1997-05-19,772,true,Horror,820-550347-710-4,32.29,Englisch,Nordlicht Verlag,3.2,Mystery;Familie;Vergangenheit
885,Feurige Schritte im Winter,Clara Leitner,2025-03-18,527,false,Horror,942-256147-180-5,37.18,Italienisch,Donau Press,4.3,Liebe;Vergangenheit;Zukunft;Magie
886,Winde bei Nacht #886,Paul Hofer,1979-08-21,721,false,Thriller,914-222137-151-7,37.37,Spanisch,Nordlicht Verlag,4.7,Liebe
887,Erste Blätter von Innsbruck,Nina Eder,1999-07-12,149,false,Drama,875-833933-978-4,36.58,Französisch,Donau Press,3.7,Wissenschaft
888,Dunkle Karten,Julia Egger,1995-01-09,118,false,Sachbuch,762-970455-712-7,56.11,Spanisch,Villach Print,3.1,Familie;Mystery;Vergangenheit;Krieg
889,Nördliche Blätter,Nico Wolf,1960-10-16,913,false,Drama,669-886334-399-1,27.6,Spanisch,Nordlicht Verlag,1.6,Magie;Liebe;Reise;Familie
890,Erste Schlüssel von Innsbruck,Thomas Maier,2018-05-19,410,false,Krimi,854-822347-627-9,37.73,Italienisch,Villach Print,4.6,Vergangenheit;Liebe;Krieg;Magie
891,Kalte Legenden #891,Katrin Wagner,1952-05-12,299,false,Historisch,571-959636-653-2,10.81,Spanisch,Buchhaus Wien,4.4,Familie
892,Erste Ufer bei Regen,Sarah Huber,1971-02-07,458,false,Drama,685-637872-709-8,53.67,Italienisch,Salzburg Media,4.6,Krieg
893,Wege bei Regen #893,Sebastian Steiner,2002-09-21,1067,true,Lyrik,620-132019-934-1,58.38,Spanisch,Wort & Welt,2.2,Abenteuer;Krieg
894,Rätsel im Norden #894,Sebastian Pichler,2016-02-28,1029,true,Science Fiction,619-491956-548-0,34.65,Deutsch,Buchhaus Wien,2.0,Politik
895,Wälder im Sommer #895,Katrin Huber,2024-05-10,942,true,Krimi,489-690798-187-4,37.76,Deutsch,Nordlicht Verlag,4.7,Familie;Freundschaft;Magie;Abenteuer
896,Kalte Türen im Morgengrauen,Leon Lang,2015-02-25,850,false,Lyrik,968-600313-780-0,19.69,Italienisch,Zukunftsverlag,1.9,Magie
897,Tiefe Winde #897,Paul Fischer,1988-04-27,125,false,Historisch,757-360163-281-7,20.63,Italienisch,Steiermark Stories,1.9,Wissenschaft;Krieg;Reise;Freundschaft
898,Feurige Schritte im Herbst,Peter Schmidt,2004-04-03,1028,false,Lyrik,389-975651-724-6,26.11,Englisch,Wort & Welt,4.7,Liebe;Magie;Reise;Technik
899,Träume im Tal,Nico Müller,1963-09-21,654,true,Horror,245-267570-464-9,46.8,Spanisch,Wort & Welt,3.2,Liebe;Technik
900,Letzte Karten bei Regen,Jonas Moser,2012-07-03,593,true,Fantasy,546-244136-364-6,31.37,Italienisch,Salzburg Media,3.4,Politik
901,Hohe Schriftrollen,Marie Huber,1976-11-27,155,true,Thriller,700-893445-842-3,24.68,Italienisch,AlpenBooks,5.0,Zukunft;Politik
902,Letzte Spuren,Laura Mayr,1986-07-28,995,true,Roman,354-145918-360-5,35.6,Deutsch,Tradition & Technik,2.3,Abenteuer
903,Sterne am Markt #903,Florian Hofer,1994-06-18,228,true,Drama,199-549752-425-0,53.02,Französisch,Wort & Welt,1.1,Politik;Krieg;Reise;Familie
904,Goldene Gärten im Morgengrauen,Leon Berger,1973-03-17,688,false,Historisch,745-143862-659-8,57.6,Deutsch,Tradition & Technik,2.8,Krieg;Magie
905,Nördliche Karten #905,Elena Pichler,1959-05-21,886,true,Biografie,737-293680-503-6,57.1,Italienisch,Tradition & Technik,3.5,Zukunft;Freundschaft
906,Horizont an der Grenze #906,Nina Lang,1977-12-16,1032,false,Drama,419-822142-987-1,23.0,Italienisch,Wort & Welt,4.9,Krieg
907,Hohe Träume,Eva Egger,2010-12-18,264,true,Lyrik,899-600964-469-3,43.33,Spanisch,Buchhaus Wien,2.4,Reise
908,Kalte Kompass #908,Eva Schmidt,1970-05-16,932,false,Historisch,926-514067-312-6,22.29,Spanisch,AlpenBooks,1.4,Wissenschaft;Vergangenheit;Freundschaft
909,Feurige Schatten #909,Anna Schmidt,1952-03-22,688,false,Drama,408-946194-239-4,34.17,Italienisch,Wort & Welt,1.7,Politik;Vergangenheit;Familie
910,Chroniken bei Regen,Julia Koch,1988-09-12,589,false,Biografie,908-556973-368-2,5.79,Französisch,Zukunftsverlag,2.7,Reise;Vergangenheit;Wissenschaft
911,Verlorene Blätter im Winter,Sarah Hofer,2018-11-26,406,false,Krimi,900-631021-924-9,6.59,Englisch,Donau Press,4.4,Magie;Politik;Zukunft
912,Ferne Gärten,Elena Schneider,2012-11-08,376,true,Horror,747-450226-718-9,24.09,Deutsch,Buchhaus Wien,3.8,Abenteuer;Vergangenheit;Krieg;Zukunft
913,Verbotene Schritte #913,Florian Kaiser,1990-07-18,518,false,Science Fiction,810-788541-585-4,27.07,Französisch,Villach Print,1.3,Krieg
914,Ferne Karten,Matthias Bauer,1958-04-13,461,false,Historisch,934-363403-646-8,40.17,Deutsch,Buchhaus Wien,4.0,Krieg
915,Blätter im Morgengrauen #915,Jonas Koller,2013-10-13,586,false,Roman,300-182976-277-9,37.75,Französisch,Salzburg Media,4.7,Vergangenheit
916,Flammen im Sturm,Matthias Koch,2021-02-06,349,false,Lyrik,931-545632-177-2,45.17,Englisch,Buchhaus Wien,1.8,Mystery;Zukunft;Reise
917,Schlüssel bei Nacht,Sophie Berger,2002-10-26,827,false,Historisch,149-583607-667-5,58.55,Englisch,Zukunftsverlag,4.9,Magie;Abenteuer
918,Leise Horizont,Florian Gruber,1995-03-03,412,false,Biografie,916-888971-374-0,6.73,Spanisch,Wort & Welt,2.2,Magie;Familie;Reise
919,Gipfel im Sturm #919,Isabella Fuchs,1956-11-18,194,true,Krimi,257-847556-558-4,47.34,Italienisch,Salzburg Media,3.7,Reise
920,Rätsel im Süden,Florian Fuchs,1971-10-17,760,true,Lyrik,794-878317-270-7,14.33,Englisch,Steiermark Stories,3.2,Krieg;Reise
921,Horizont über Wien,Peter Moser,1955-06-15,900,false,Drama,902-505824-352-0,19.02,Englisch,Buchhaus Wien,2.5,Wissenschaft;Zukunft
922,Brennende Schriftrollen im Sturm,Maximilian Egger,1970-08-02,418,false,Sachbuch,112-137501-978-1,33.31,Spanisch,Salzburg Media,2.9,Technik;Krieg;Politik
923,Schritte am Markt #923,Maximilian Leitner,2010-02-10,1058,true,Sachbuch,537-156085-945-8,16.56,Italienisch,Zukunftsverlag,3.8,Freundschaft;Vergangenheit;Mystery;Reise
924,Leise Ufer über Wien,Peter Wolf,2008-05-25,853,false,Kinderbuch,785-436067-346-9,11.78,Italienisch,Salzburg Media,4.8,Technik;Zukunft;Politik
925,Tiefe Blätter bei Nacht,Tobias Pichler,1996-02-27,875,true,Kinderbuch,713-163880-413-5,31.47,Englisch,Salzburg Media,1.4,Familie;Abenteuer;Magie;Politik
926,Dunkle Chroniken #926,Marie Wallner,2015-05-24,1090,false,Kinderbuch,490-844984-358-2,19.73,Englisch,Steiermark Stories,3.6,Abenteuer;Technik;Mystery;Familie
927,Stille Träume an der Donau,Peter Wolf,1999-04-26,591,true,Roman,680-320295-276-8,52.68,Deutsch,Villach Print,3.2,Abenteuer;Vergangenheit
928,Dunkle Schriftrollen,Paul Müller,1966-08-10,315,true,Fantasy,116-166092-808-8,26.23,Spanisch,Tradition & Technik,1.5,Technik
929,Hohe Kompass bei Regen,Clara Kaiser,2010-09-18,572,false,Thriller,111-674348-185-4,15.41,Spanisch,Nordlicht Verlag,2.2,Technik;Magie
930,Pfad von Innsbruck,Peter Huber,2002-11-25,602,false,Science Fiction,382-541597-901-8,40.28,Englisch,Zukunftsverlag,2.2,Familie;Krieg;Liebe
931,Zerbrochene Gipfel,Florian Müller,1991-01-02,935,false,Roman,103-488034-936-4,56.89,Italienisch,Tradition & Technik,2.8,Wissenschaft
932,Dunkle Winde #932,Elena Brandt,2009-12-20,479,false,Thriller,175-113675-762-6,55.39,Französisch,Nordlicht Verlag,3.8,Magie;Liebe
933,Türen am Fluss,Paul Weber,2005-02-04,917,false,Drama,375-909947-733-7,7.31,Italienisch,Buchhaus Wien,2.5,Politik;Vergangenheit
934,Zerbrochene Uhren bei Regen,Leon Weber,1997-12-07,823,false,Drama,514-267044-497-9,30.25,Deutsch,Steiermark Stories,1.9,Technik;Vergangenheit;Zukunft;Freundschaft
935,Südliche Segel,Katrin Wolf,2007-06-30,576,false,Thriller,472-132122-479-9,28.58,Französisch,Salzburg Media,4.4,Politik;Liebe;Freundschaft;Mystery
936,Verlorene Brücken,Leon Koch,2012-12-09,862,false,Science Fiction,969-761714-634-9,35.75,Englisch,Tradition & Technik,1.1,Technik
937,Tiefe Lichter,Clara Wagner,1956-07-14,882,false,Biografie,622-429624-220-7,31.77,Französisch,Nordlicht Verlag,3.7,Reise;Magie
938,Seiten von Salzburg #938,Sarah Huber,1958-08-31,634,false,Lyrik,664-251680-387-1,38.47,Italienisch,Tradition & Technik,4.8,Magie;Abenteuer;Zukunft;Familie
939,Südliche Wälder im Morgengrauen,Tobias Huber,1990-04-22,134,false,Sachbuch,838-866940-475-4,55.39,Deutsch,Steiermark Stories,2.4,Wissenschaft;Reise;Liebe
940,Winde im Morgengrauen,Leon Müller,2001-11-08,224,true,Biografie,608-970847-100-9,5.99,Deutsch,Nordlicht Verlag,3.5,Zukunft;Wissenschaft
941,Karten am Bodensee,Nico Maier,1968-12-14,927,true,Science Fiction,281-627537-266-8,38.61,Französisch,Buchhaus Wien,1.2,Technik;Familie;Vergangenheit;Abenteuer
942,Erste Horizont #942,Nico Gruber,1958-01-31,219,false,Thriller,498-668585-913-5,5.34,Deutsch,Buchhaus Wien,4.1,Krieg
943,Tiefe Lichter #943,Anna Egger,1965-12-20,944,false,Thriller,935-788848-188-5,15.23,Deutsch,Buchhaus Wien,4.0,Vergangenheit;Reise
944,Tiefe Träume,Felix Schmidt,1952-12-11,553,true,Horror,707-429158-796-0,5.25,Spanisch,Wort & Welt,4.6,Technik
945,Verbotene Türen am Fluss,Matthias Hofer,1970-05-14,910,false,Drama,634-591074-523-9,35.54,Englisch,Tradition & Technik,2.4,Magie;Reise;Krieg
946,Schriftrollen im Tal,Julia Kaiser,2014-09-06,607,false,Science Fiction,307-943866-418-8,9.55,Deutsch,Buchhaus Wien,2.0,Abenteuer
947,Gärten bei Regen #947,Katrin Egger,1986-03-07,307,false,Thriller,579-411185-318-5,29.08,Italienisch,Donau Press,2.3,Politik;Technik
948,Feurige Legenden,Maximilian Moser,1989-01-23,119,false,Science Fiction,298-716862-661-3,59.43,Französisch,Wort & Welt,4.7,Technik;Magie
949,Versteckte Chroniken,Emilia Weber,2021-07-29,1009,false,Sachbuch,515-244598-653-0,23.2,Deutsch,Salzburg Media,4.3,Zukunft;Liebe;Politik
950,Flammen an der Grenze,David Fischer,1957-03-08,452,false,Roman,310-691995-287-0,37.67,Italienisch,Zukunftsverlag,4.6,Krieg;Liebe;Reise
951,Verbotene Gipfel über Wien,Katrin Egger,1959-02-16,990,true,Thriller,202-585175-897-8,56.78,Deutsch,Villach Print,4.9,Abenteuer
952,Chroniken im Herbst #952,Matthias Lang,2011-03-09,478,true,Kinderbuch,281-276360-749-0,27.34,Italienisch,Zukunftsverlag,4.7,Magie;Zukunft;Krieg
953,Ferne Wege im Tal,Katrin Wagner,1966-05-08,528,false,Drama,465-162412-110-2,52.3,Deutsch,Nordlicht Verlag,2.3,Mystery;Zukunft;Abenteuer
954,Chroniken im Wald,Maximilian Lang,2006-11-08,991,false,Fantasy,548-396243-144-7,10.49,Spanisch,Donau Press,4.4,Freundschaft;Technik;Liebe;Wissenschaft
955,Tiefe Kompass im Norden,Peter Müller,1970-09-09,762,false,Thriller,149-110195-502-4,57.66,Italienisch,Donau Press,4.9,Mystery
956,Tiefe Ufer über Wien,Maximilian Fischer,1961-04-23,1040,true,Krimi,538-147822-618-9,43.43,Französisch,Nordlicht Verlag,1.3,Familie;Freundschaft;Krieg
957,Versteckte Rätsel,Julia Egger,1965-08-20,1062,false,Biografie,878-886476-349-5,42.73,Französisch,AlpenBooks,1.2,Krieg;Liebe;Zukunft;Politik
958,Blätter im Wald,Anna Steiner,1951-09-22,487,false,Historisch,160-177267-659-6,44.44,Spanisch,Wort & Welt,1.2,Reise;Technik
959,Horizont im Sturm,Matthias Brandt,1969-07-17,758,true,Sachbuch,414-709278-815-5,52.4,Deutsch,Buchhaus Wien,2.6,Politik;Abenteuer;Wissenschaft;Familie
960,Zerbrochene Schritte,Peter Fischer,2024-04-28,91,true,Krimi,488-428312-361-2,54.44,Englisch,Wort & Welt,1.4,Abenteuer;Freundschaft;Liebe
961,Ferne Kompass im Wald,Matthias Eder,1963-05-30,304,false,Sachbuch,438-997593-197-1,5.84,Deutsch,Villach Print,1.2,Familie;Liebe;Wissenschaft;Mystery
962,Leise Türen,Clara Koch,1995-10-17,339,true,Roman,219-192679-493-6,29.42,Englisch,Villach Print,4.7,Familie;Wissenschaft;Reise
963,Gärten im Wald,Nina Kaiser,1998-09-20,541,true,Drama,981-295106-189-2,37.64,Italienisch,Tradition & Technik,2.2,Liebe;Mystery;Zukunft;Politik
964,Ferne Chroniken über Wien,Markus Berger,1962-09-10,548,true,Historisch,291-181513-361-7,59.08,Deutsch,Villach Print,1.5,Krieg;Vergangenheit;Wissenschaft;Abenteuer
965,Leise Wege #965,Lea Fuchs,1988-09-15,797,false,Thriller,762-933892-722-2,8.71,Italienisch,Nordlicht Verlag,3.1,Zukunft;Liebe;Familie;Wissenschaft
966,Stille Winde an der Donau,Florian Bauer,1995-02-20,527,true,Biografie,440-676966-663-1,45.17,Französisch,Villach Print,4.0,Abenteuer;Zukunft;Krieg;Politik
967,Brennende Stimmen am Bodensee,Florian Eder,1980-06-22,1019,true,Historisch,883-947559-816-9,52.19,Deutsch,Steiermark Stories,4.9,Technik;Freundschaft
968,Rätsel von Salzburg #968,Sarah Pichler,1974-10-09,419,false,Sachbuch,987-156015-773-1,59.75,Englisch,AlpenBooks,3.9,Abenteuer;Liebe;Zukunft;Vergangenheit
969,Zerbrochene Seiten im Herbst,Nina Wagner,2006-02-04,1028,false,Krimi,238-794666-259-0,18.86,Französisch,Wort & Welt,2.9,Familie;Mystery;Abenteuer
970,Brennende Gipfel an der Donau,Marie Koch,1982-04-16,671,false,Krimi,817-110703-789-2,45.46,Deutsch,AlpenBooks,1.1,Liebe;Magie
971,Geheime Schlüssel im Sturm,Leon Berger,1989-05-18,589,true,Roman,812-208250-349-5,44.48,Deutsch,AlpenBooks,3.0,Wissenschaft;Liebe;Politik;Magie
972,Spuren über Wien #972,Katrin Kral,1955-02-26,432,false,Drama,336-968406-550-7,30.28,Spanisch,Villach Print,1.4,Abenteuer;Krieg
973,Verlorene Pfad von Salzburg,Julia Huber,1987-04-19,779,false,Lyrik,860-177623-580-4,25.8,Italienisch,Buchhaus Wien,4.4,Freundschaft;Zukunft
974,Zerbrochene Ufer über Wien,Maximilian Gruber,2025-07-21,1068,false,Sachbuch,168-750210-496-6,13.92,Italienisch,Nordlicht Verlag,4.2,Krieg;Politik
975,Wege im Morgengrauen #975,Lukas Fischer,1986-05-31,650,false,Horror,961-512359-571-0,26.07,Spanisch,AlpenBooks,1.3,Wissenschaft;Vergangenheit;Liebe;Magie
976,Verbotene Gärten am Markt,Mia Steiner,1953-03-31,531,false,Horror,301-818125-413-9,47.36,Englisch,Villach Print,2.7,Magie
977,Hohe Nebel von Salzburg,Nico Fuchs,1961-08-13,946,true,Roman,544-974536-220-1,21.25,Englisch,Wort & Welt,1.9,Familie;Abenteuer;Wissenschaft;Technik
978,Versteckte Karten im Sturm,Paul Wolf,1996-03-05,950,false,Fantasy,646-870653-604-9,57.27,Italienisch,Nordlicht Verlag,4.0,Abenteuer;Familie;Mystery;Magie
979,Goldene Kompass an der Grenze,Tobias Wolf,1984-02-12,349,true,Historisch,446-944101-345-2,44.61,Französisch,Salzburg Media,4.9,Wissenschaft;Familie
980,Ewige Türen,Emilia Gruber,1972-01-11,346,false,Fantasy,928-823018-346-1,9.33,Französisch,Steiermark Stories,3.0,Wissenschaft
981,Erste Lichter im Winter,Florian Mayr,1985-01-09,1018,false,Lyrik,375-623637-438-7,27.08,Französisch,Zukunftsverlag,4.8,Mystery;Politik;Wissenschaft
982,Südliche Legenden am Markt,Jonas Weber,2015-04-29,688,false,Horror,926-166670-541-3,54.83,Englisch,Nordlicht Verlag,1.7,Wissenschaft;Liebe;Technik
983,Verlorene Blätter am Fluss,Clara Kral,2005-06-22,1019,false,Historisch,189-954344-449-2,46.82,Italienisch,AlpenBooks,2.3,Freundschaft;Politik;Zukunft
984,Legenden im Winter,Lea Bauer,1971-06-28,93,false,Sachbuch,239-351236-476-9,59.3,Französisch,AlpenBooks,2.5,Liebe;Familie;Magie
985,Leise Blätter in Graz,Emilia Kaiser,1964-02-15,1043,false,Thriller,408-914483-424-4,16.74,Deutsch,Salzburg Media,3.3,Familie;Reise
986,Stille Sterne,Katrin Brandt,1951-08-16,110,false,Lyrik,848-227907-607-8,50.21,Englisch,AlpenBooks,4.7,Wissenschaft
987,Leise Flammen im Tal,Clara Seidl,1999-12-21,367,true,Krimi,471-955266-773-4,45.65,Englisch,Tradition & Technik,4.6,Magie;Vergangenheit;Familie;Reise
988,Stille Schatten,Felix Steiner,1964-09-04,970,false,Lyrik,125-825091-641-6,48.81,Englisch,Donau Press,4.6,Reise;Abenteuer;Freundschaft;Politik
989,Kompass am Fluss #989,Elena Fuchs,1967-06-30,559,true,Sachbuch,163-777071-947-0,55.88,Französisch,AlpenBooks,4.3,Liebe
990,Wälder im Morgengrauen,Katrin Schmidt,1953-04-06,105,false,Science Fiction,976-815567-282-2,8.61,Englisch,Zukunftsverlag,2.9,Krieg;Politik
991,Hohe Uhren #991,Emilia Lechner,2012-02-10,890,true,Krimi,881-517329-641-1,32.19,Englisch,Buchhaus Wien,1.8,Politik;Freundschaft
992,Lichter im Sturm #992,Sebastian Eder,1985-01-21,260,false,Fantasy,715-776200-290-9,44.94,Spanisch,Donau Press,2.4,Freundschaft;Wissenschaft;Familie
993,Zerbrochene Sterne von Innsbruck,Leon Maier,1963-07-12,735,false,Science Fiction,332-833280-730-3,54.15,Italienisch,Villach Print,1.7,Wissenschaft;Reise;Mystery
994,Schlüssel im Sturm,Emilia Koch,1988-04-17,169,false,Fantasy,580-516385-193-0,35.32,Spanisch,Buchhaus Wien,3.0,Freundschaft;Reise;Krieg;Technik
995,Zerbrochene Nebel,Lukas Bauer,1951-04-09,583,true,Horror,202-471427-760-8,17.22,Italienisch,Steiermark Stories,3.5,Zukunft;Krieg
996,Kompass bei Nacht,Clara Berger,2018-05-14,348,false,Sachbuch,898-522090-589-3,22.84,Französisch,AlpenBooks,1.6,Zukunft;Abenteuer
